slotId,deposit,burnRate,Adj_deposit,Adj_burnRate,owner,transactionHash,timestamp,gasUsed,gasPrice,ethSpent
43,0,0,0,0,0x0000000000000000000000000000000000000000,b'\xa6\x8c\xf4\xfaJ\xea\x9bL\xdb\xc4\x06\xf4\xa7u\xf8\xb5\x00\xf2O\xd7\x8cHE\x9909\xfd\x9b9\xb6d\xbd',1621413982,110339,1.30E+11,0.01434407
39,0,0,0,0,0x0000000000000000000000000000000000000000,b'<\x1b\xca\x1d\xd8\xa1\xb4\x9e\x10\xcb\xbd\x9b\xc8}\x13\x06\xe9b\x19\xfc\x80\xdd\xad\n\xe4B\x10@j@\xb9y',1621414039,110339,1.30E+11,0.01434407
39,0,0,0,0,0x0000000000000000000000000000000000000000,b'\x18\xc9BGJ\x1d\xbch_k\x1dz\xa8\xc7V\xba8$R\x89\xc1\xa7\x10\xa2\xabD\xe0:\xebs\x99}',1621414275,49298,1.30E+11,0.00640874
41,0,0,0,0,0x0000000000000000000000000000000000000000,b'Hg\xdd\x90p\x18b\xc9\xea\xa2\xcc\xae\x9d\xae\xb9\x1e\xeb\x82\x7f\xbe\xe5M\xd9\xed6l-\xf6\xc5g\xa8e',1621414383,110339,1.30E+11,0.01434407
46,0,0,0,0,0x0000000000000000000000000000000000000000,b'\xb4\xdb\x06\x80\x99F7_\xe3\x84v\xf3\xac\xa8\xe8!C\xcf\x19Au\x84\xdf\x1e\x7ftq\x19\xbb\xe5\x8fs',1621414582,110339,1.20E+11,0.01324068
46,0,0,0,0,0x0000000000000000000000000000000000000000,b'\xc0\x83\xcc\r\xf2\xe1\xf6u\x1bi\xb7\xa7\xea)A\x1b\x1dg\x0f\xc5\x94A\xf1\x03Q\xf0n\xd6o\xb4\x8a\x01',1621414637,49298,1.20E+11,0.00591576
48,0,0,0,0,0x0000000000000000000000000000000000000000,b'\xdc\xc4\xfb+\x91\xe3h%g\x0e?K\xa9gmL\xb1\xe4}>L\xb6\xbb6Gw\xd5\\\xf5\x16<w',1621414677,110339,1.20E+11,0.01324068
48,0,0,0,0,0x0000000000000000000000000000000000000000,"b""\xd1u\x99\xff\xcf\x92\xe4\xf7j%\x99\x8e\x1c\xf2\x93pL\xce\x96\x7f\xaf\xcb\x97\x8d#3\x90'\xd7\x9a\x1c\xc5""",1621414725,49298,1.20E+11,0.00591576
43,2.00E+18,10000000000,2,0,0x4EA4A38e351Ae6e4d29F19a173986A178144132f,b'\xa7\xba\t9\x96[\xd5N\xe8]j\xa9\x17\x1dR\x90\xfe\xec\x1eE\xb4\x19\x14Z\xea;*\xcf\xed\xcc/\x04',1621416428,137397,91300000000,0.012544346
9,8.60E+19,1000000000,86,0,0x6e5d43A620fC9456A1F23BE69933a516E177dDec,"b':""W\x8bC\x07\x1cm\x95\xed\x7f\xb6\x18H\xf1\xcaK0\xc4\xb7\x154""!l\xa0B(J\xdaB('",1621420319,175814,63006200000,0.011077372
29,0,0,0,0,0x0000000000000000000000000000000000000000,"b""N\xa8\xdb\xea4W\x95\x02\x0e\xf6Z'#\x19\x88\x8cXQD[#kr\xf1\x88W\x0f6\x7f7(\x1b""",1621455819,161639,1.02E+11,0.016487178
49,1.00E+17,2.00E+11,0.1,0.02,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,b'6]\x8ahq#\x1c\x10\xef\x13\x07-\xff\xa2~\x0c\xaf\x98/\xd2q+r[\xc2\xd0\xfb#\xeb]\xa8\xd6',1621496418,152397,71000000000,0.010820187
48,1.00E+17,2.00E+11,0.1,0.02,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,"b""\xbbV\xe8\x84\xb0ZW=\x84l'\xcfg\xb1N\xe7\x0bN\x907\x17\x18\xf4\x81\xf5\xb6I\x1b\xfe\x8d\xea\x0f""",1621496534,152397,69000001459,0.010515393
47,4.00E+17,1.00E+12,0.4,0.1,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,b'\x10YqG\xedG\x88_OBI\t\xebT\xbd\xb4\x94\x0f\x15\xed\x0f\xa2\xd2\xda\xc2\x0b\x12\x93\xd9B\xfd\x0c',1621498029,152397,78100000000,0.011902206
36,2.00E+19,4.00E+12,20,0.4,0xE3b2F16a52671AF6a5d498D3CfDcCCdC2Ad0D58f,"b'\x8f\xf0\x99\xf6._""\xe3\x8e$I\xcc\xf3n?}7\xd8R\xde\x8d\xd8\xeby;c\x99\xd9\xc0\xa7\xd3\xc4'",1621498164,169521,74675001383,0.012658981
37,2.00E+19,3.00E+12,20,0.3,0xE3b2F16a52671AF6a5d498D3CfDcCCdC2Ad0D58f,b'\xcek=\xcf\xe6#D#m9\xf19vR\xa4\xb2\x97\x00.sm\xea\xa2\xdea8\xed\xc6\xe60\xdf[',1621498970,152421,75900001481,0.011568754
39,2.50E+17,5.00E+11,0.25,0.05,0xE3b2F16a52671AF6a5d498D3CfDcCCdC2Ad0D58f,b')l&\x1f> \x8e\x18FtQ\xa1V\xd58W\rx\x81\xa4Id}+\x99!\xcc\xfd\xa0\xd1\xaeU',1621510287,152397,53000000000,0.008077041
42,1.43E+20,0,143,0,0x9E90e0212E16a651e40e54fb4Ffa315D03538a45,b'o\x96\x93\xa4\xdd\xff\xdav\xb9\xeb\x0b\x14\x02\x93@\xa4\x1a\x88\xc8R\xb9\x9c\x8aN:\xe5\xad&\xcb\xe8\x9bz',1621541588,149561,74000000000,0.011067514
46,0,0,0,0,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,b'dx\x88\xb8\x99\x14\xe83\x16G\xf4\x81\xf1\xf4\xfe\x82\xee\xa5\x82-\xf3\xff\xb7\xdbsGy\xbcK8\x91\x12',1621550905,83331,55200000001,0.004599871
41,0,0,0,0,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,b'`\x19\nP\xafL\xc7C\x16>\xa0KFy\x87y\xe3\xefG\xc6\xea+\x85\xc8\x055\x97\x8e\xa8\xe4e\x80',1621553001,83331,63000000000,0.005249853
41,1.00E+18,2.50E+12,1,0.25,0xAe22A659B0b58F4C61a6Aaf7fC0fe7b1f7Fa59fC,"b'k\x10\xf0\x1c\x01\x14\x172\x18\x80\xfb$\x18l\x19\xa64[yX^\x95\x9b\xd3\xb5\xce,\xff\xd6\x8a\t9'",1621566955,191318,45000000000,0.00860931
29,1.00E+18,2.50E+12,1,0.25,0xAe22A659B0b58F4C61a6Aaf7fC0fe7b1f7Fa59fC,b'\x15\x00lR\x8c\xdfm\xb3\xe5!\x1a\x93\xfd\\\x17\x01\xdf\x98:\xfb\xda16sv\x86$D\xc71%g',1621573498,152409,41000000000,0.006248769
35,1.00E+18,2.50E+12,1,0.25,0xAe22A659B0b58F4C61a6Aaf7fC0fe7b1f7Fa59fC,b'\xf8:\xe7y\xeb\xb6\x14\\\xeal\xc7\x91\xe0\xfe\xb9\xd2`\x0fFK^\xee\x99\x1b\xc9\xef\xee\x0c\xd1\x05\x13\xb8',1621573498,152409,45100000000,0.006873646
32,8.14E+19,1.00E+12,81.41,0.1,0xF512147180ebF2273636Eb2A8547424F90410D51,b'E\xdc\xc5n\xd3aI\xc1\x0e\xe4\x9276\x1fMUA\x8eK\xb11\x02[\xfba\xc5\xad\xe7\xeb\x15\xe1\xf4',1621581963,152409,41000000000,0.006248769
40,0,1.00E+11,0,0.01,0xa32cc2f7BaE31c79aB75D0bc39182fd113c53790,b'\xe2w\x81\xd4\x84FB\xb6\\\x96\xdd\xc8\xfd\xcd\xdf\x88\xbd\xb2\xc5\x04d\x0c\x95\xd4\xec-\xfe\x8d\xde\xc0\x1f\xaf',1621582142,103279,42000001459,0.004337718
46,0,0,0,0,0xe93F001Cc9a2B773e5CB846fF72039E244047bb5,b'\xd6\xb6\x8adJ\x84\xf0\xa9\xdf\xa5\x98\x88\x97S\xe0\x97\xef OO\xd1\xf7\xbe\xd7\x7fR^\x8f&?f\x11',1621586742,122223,51000000000,0.006233373
40,0,0,0,0,0xe93F001Cc9a2B773e5CB846fF72039E244047bb5,b'\xb4c\xacx\x8e\xed%\xcfF\x1a\x07\xc0\xfdvV\xb6\xbe\x0f\xf9\x9f\x89\x157\xd6\x0f@\xe8\xd5u\xf8l\x1d',1621586751,127237,50000000000,0.00636185
40,0,1.00E+11,0,0.01,0xDcbC0420319736f4dE871914BcB6d106177fCA7D,"b'\xab\x89F\xeb\xf2:x\x96\xab\xd9\x90y\xbc""\xb9\xf8\xc8j\xad\x8d\xacv\xe9""\xa3\x0c\xad\xe6\xefi\xee\x14'",1621588489,159516,46000000000,0.007337736
40,0,1.00E+11,0,0.01,0xa32cc2f7BaE31c79aB75D0bc39182fd113c53790,b'k\x9bL;\x13\xc6\xd41\x98\x0b(\x05\x97\xfeR\x13\xe5I\xb6\xcb\xdf\x94\x1c\xa1O\xfb=\xf9X|2<',1621589813,156585,40000000000,0.0062634
14,2.70E+19,2.10E+13,27,2.1,0x06C650735Ceed6E92c2F21981daa7DDb90A1D51d,b'X\x9d}|\xc0\xa8\x15#\xe2\x8e\x8ab\x06\x9a\x86\x911+\xc1S\xf9\x02\x8d\x8b\xb69\xa3\xdeq\xfb\\J',1621590737,210038,40000000000,0.00840152
8,1.76E+20,1.20E+11,176.43,0.01,0xd43f3716CbB9386352880a9BD52f7F07aC01752B,"b'\x03\r\xac\xec\x00\xfa\x95\x082L\xa8""\x9a\t\xcd\x98\xa2TRjt\xc7\'\xe0_\'\xfc\x1c\xf7\xd6u\xe0'",1621591535,242126,40000000000,0.00968504
46,2.00E+19,1.00E+11,20,0.01,0xB3f31aD589Ba65df22ED16341EA623b685DD78E5,"b'\xc6\xf4\xfaT|\xc6\xaf\xdc\x9c\x1b\xe9&(\x0e\xee\xbf#\xe9\'\xc5\xd3\x00]\x1d\xe3\xd7""\xcd\xab\xd6\xea\xc7'",1621592963,208418,40000000000,0.00833672
40,2.75E+19,1.00E+11,27.51,0.01,0xB3f31aD589Ba65df22ED16341EA623b685DD78E5,b'5\x0b\x86\xc4\xcfU\x1f\xfc\xff)U^\xc3&\xff\x85\x92\x08>\x95\xc9\xf6\x94V\xab(\xc6h\xb0\xf5\xd8\xf1',1621596286,171515,45000000000,0.007718175
43,1.30E+20,1.00E+12,130,0.1,0x1711bc52bf7e0494325799717fe640F1924617B7,b'w\xc4\x90\x0c\xf2\xff\x8aN\xb2\xca\xa2\xddB\xe1\x17\xe0\xd69\xc5u!\x0b\x94K/\xd1>\x82\xcb~v:',1621678157,207914,42000000000,0.008732388
49,1.45E+20,1.00E+12,145,0.1,0x1711bc52bf7e0494325799717fe640F1924617B7,"b'y\xf3\xa3\xecD\x8fl\xac\xc5""\xb8\xe1\x16C\x1e\xee0\x15I/\x9e+l\x9eh\x1fz\xa5M\xf45P'",1621678246,190826,51000000000,0.009732126
48,1.51E+20,1.00E+12,151.15,0.1,0x1711bc52bf7e0494325799717fe640F1924617B7,b'^\xd1\x9e\x15\xde\xd1?\xb9 .\xf6\xbe\x9f=\xb1\x867@\xdc\x107[\xcb\xd3 \xbf4<\xd9#n-',1621678357,190826,47000000000,0.008968822
21,0,0,0,0,0x0000000000000000000000000000000000000000,b'\x13\xbdH(\xbf\xc9\x0f\xee\xf9\x87G;\xa6\xac\xd9?\xbe\xb1jw\xcb \xd2\x18\x08\xa1~\xd1\xaa\xd3\x9d[',1621705325,161639,39100000000,0.006320085
21,2.00E+20,5.00E+11,200,0.05,0x0788373603522a79fCC5710910C20067f64BAD17,"b'\xbf\xaei2V\xcc\xe0D\x0e\xf6,\xe3G\x92)\xcaf\xc7\xee\xd0\x96\xcd{Id\x9a\x1b:\xffD\xc2\xb4'",1621705595,137409,39100000000,0.005372692
39,2.00E+20,6.00E+11,200,0.06,0x0788373603522a79fCC5710910C20067f64BAD17,b'\xe8\xa5m\xf0\x95\xf9\xb2\xabJ\x83xT\x87\x9f\x17\x0b\xd689\xeb+U\xfa\xc5\x11\xaf\x1c\x0f{<\xcc\xe6',1621705869,227126,39100000000,0.008880627
35,2.00E+20,2.60E+12,200,0.26,0x0788373603522a79fCC5710910C20067f64BAD17,b'\xe3\xfb\x96PE;\xdaQ\xff\x00m\xa1\x19\xdeY\xc7\x8c\xbc\x9bZ\xac!_mo\x18\xf7\xf4\x1cM/0',1621706028,175838,39100000000,0.006875266
29,2.00E+20,2.51E+12,200,0.25,0x0788373603522a79fCC5710910C20067f64BAD17,b'@\xc7\xff\xd0N\xd4\xb1f\x08W\xa7\xb3\xe2\xfc\xc9\xf3b\xbcvu\xfa\xe4?\xe32^\xa6\x16\xa1\xb3$\x08',1621706171,175838,39360000000,0.006920984
10,2.01E+20,2.10E+11,200.8,0.02,0x0788373603522a79fCC5710910C20067f64BAD17,b'\xc3\xda\xa8\xe6\xe9\x15J\x9d\xdd\xf8\xea\xcc\xf1\x93\xbfm\x9cZ\x17L5\xc6%h\xc4\xcc~\xa8\xc6:\x19(',1621706207,192926,39360000000,0.007593567
47,1.00E+18,3.90E+12,1,0.39,0xAe22A659B0b58F4C61a6Aaf7fC0fe7b1f7Fa59fC,b'\xac\xd2\xcb\n\xb14s\xc8I\xff\xe2\x1a\x13P\xf2\xa6\xf3\x99p\x1e\xd8\x9f{\xf2\xfe6u\x807\x97O\xae',1621709876,190826,39000000000,0.007442214
16,1.50E+19,3.10E+11,15,0.03,0x6e5d43A620fC9456A1F23BE69933a516E177dDec,b'~\xd1]Y)5\xbd\x8a\x98\xfc\x81\xc3\x1d\xf6\x16QBg\x1c/z*G\xb2mhW\x04\xbcw=\xc5',1621731478,190814,34000000000,0.006487676
16,1.51E+19,5.00E+12,15.1,0.5,0xAe22A659B0b58F4C61a6Aaf7fC0fe7b1f7Fa59fC,b'\xdc\xaa3\x9d|\x8e \x8f3nM+}\xf6\xc0\x17Mb\xd6-\x06\xf5\xd9\x96\xb0\xeef8S\xf5HU',1621732332,190826,34000000000,0.006488084
41,1.01E+18,5.00E+12,1.01,0.5,0xc0d39bCC0a021CFb5dB2b8CEDb160E4EA0Ff5176,"b'w\x80\x07\xdb\xe4\x86\xb9\x9d\xbd\xfc\xc8}\x1c\x13\xee\xda\x12\x9cW\xaf\xbe\xbd\x99,e\xf7\xa51\xed\xdc\x08\x02'",1621743908,207926,31000001347,0.006445706
9,1.16E+20,1.00E+12,116,0.1,0x868c1de6700af17E395944D0B4609dc930103503,b't\xa0\x9aZ \xd7;V\xad`#\x11\xa4\xdc_\x9c\xa3\xa9\x97=\xaeP\xcfJ]&\xaes\x17\xec*\xe3',1621819380,207926,56000000000,0.011643856
28,1.13E+20,1.00E+12,113.3,0.1,0x62f9579cB775aFeb2721064107135D18b990624f,b':\xf9\x85\x00L\x9a\xf7\xa2\xde\xae`\xb7\x8a}6\xdcrh`|\xb5\xfcs\xbc\xde\x806U\xe8+^\x17',1621847648,207926,37800000000,0.007859603
50,1.16E+20,1000000000,116,0,0x6e5d43A620fC9456A1F23BE69933a516E177dDec,b'\x91\x9c\xb2u\x88\xd05\x08$\x820g\x90\x95\x87d\x92\x99jii*\x880\xbf\xc6\xc4\xc5\x7f=\x12\xf0',1621848065,207914,37800000000,0.007859149
27,7.80E+19,1.00E+13,78,1,0xE3b2F16a52671AF6a5d498D3CfDcCCdC2Ad0D58f,"b"" ;\x9eN7\xad\xbd`\x9d\xfd\xa7~\x91\xba\x1bG\xae3\xb2_\x98\xab\x02'\xdf{\xd0\xd2XA\xb7\xb5""",1621850906,190826,30579545224,0.005835372
41,1.00E+18,5.10E+12,1,0.51,0xAe22A659B0b58F4C61a6Aaf7fC0fe7b1f7Fa59fC,"b';dX\x12x\x7f""\xd6\x08\xa7B\xf4r\xd1\x8c\xbb\xf5\x9ff5;\xecj\x04S\x11\xfdY{\x0f5\n'",1621853384,225026,32000000000,0.007200832
13,0,0,0,0,0x0000000000000000000000000000000000000000,b'\xcf\x88\xf1mu`\x13\xd6\xc5\x80l\xebK\x92\x85\xcd\x06c\xddE\x17\x0f\x90p\x00\xd2\xcc\x82\x89\x1a\x1b\x81',1621985958,144539,31000000000,0.004480709
4,3.37E+20,100000000,337.08,0,0xb2F1a288E6Bf497e3B41adf23a4a89896069d1F6,"b""\xab\xbb)\xb9\x1dk\xe6\xael\xea\xafO\xc7\xd3\xea<@C\xee\x17'\x16\x1f\x84\xcdh\xb7\xdb.>s\x1b""",1622089943,207914,28000000000,0.005821592
13,1.29E+20,1000000000,129.16,0,0xb2F1a288E6Bf497e3B41adf23a4a89896069d1F6,b'\x8f7\xd6\x00\xe4\xc6u\xc5\xdaY\x7f\xf0\xc9<\xfbF\x93\x8aP\x83s\xbe\xe0{B\x0f!p\xf3|\xf8\x0c',1622093811,152385,26000000000,0.00396201
47,2.90E+19,4.00E+12,29,0.4,0xf7B14D1c8a3eCa7A4d7cc8F9C8cA5B0d36822865,"b""w\x1aJ\x0cz\x86\xba\x13\xd5\xad\xc5\x83'\xabA\x89\x04\x04\xa1\xe65}\xf6\x178\xc1\x9bGO\xd7p\xe5""",1622097954,207938,23100000001,0.004803368
46,5.10E+19,2.00E+11,51,0.02,0xf7B14D1c8a3eCa7A4d7cc8F9C8cA5B0d36822865,"b'@\x89\xf3U\xb7\xb6\xea\xf1\xc6\xc5\xfdT\x16TZ\xae\xd9\xae,=\x94\xa4a\xe5\xcd\xbfo\x13\xdf\xb0\x06}'",1622099671,225026,35000000000,0.00787591
38,3.92E+20,3.00E+11,392.2,0.03,0x1b0f1838C48Ee8F0D3f0D0375A2e991e17cD2fd3,b'\xd0\xffB[\xbb\x03\x07\x18\xc4\x90\\\x16i\xf2\x9d\xdfA\xdb\x97\xc3\xbeX\xa1\xef\xdc\xbf\xac\xca$\nr\xf8',1622190042,207926,22000000000,0.004574372
46,0,0,0,0,0x0000000000000000000000000000000000000000,"b'\xc0\xb4\x91\x07ULY\x96l=^\xae\xf4\xd7if\x94\x92\x9fa\x0fQ\x9e\x19""\xa2\xd69:%<\xdf'",1622201887,144539,31000000000,0.004480709
47,0,0,0,0,0x0000000000000000000000000000000000000000,b'\xcf\x0ch\xaa\xe0\xf4`\xc0\x92\x9bJ\x07Y\xd8\xd5\xed2R\xa6\xca\x00\x90a\x9b\x1b\xd2\xc0.s9\x94\x08',1622201895,110339,33000000000,0.003641187
47,4.39E+20,0,439.23,0,0x203165Bb2109f960e02Fe44d15f446EFEe1Db60D,b'S!\xc9\x99\xc7\xe0~:\xf2\xac\x9b\xd3\x9ed\xcfkK\x7f\xdf0q\x04\x05\xa55\x05\xa3m;\xf8\x8ap',1622326399,149561,21000000000,0.003140781
46,1.00E+20,1.00E+12,100,0.1,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,b'\xd7\xb5-N\xa8\xc9\xa1\x86\x02\xf5\x0c\x85\\K\xd2w\x1b\xe1_\x18\xb7\xbf\x94\xf0\xfb5=\xe1\xc8\xa8\xc2\xa5',1622329688,152409,21000000000,0.003200589
40,1.00E+20,1.00E+12,100,0.1,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,b'\x98S\xed\x06C\x9e\xce\x90\x08)\x81\x1dYp\xe5\x019\x91\xdcC4\x9a\xb68\xeb\xcfP0\x8c\\\x93\x9c',1622329847,190826,22000000000,0.004198172
32,1.00E+20,1.10E+12,100,0.11,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,"b""\xb1\x198Vgc14L\x8aU\x8e\x83\xc7\x97\x166\xce\x12\x1c+\x13oa'@\xb5\xa1\xc1:q!""",1622330014,190826,25000000000,0.00477065
50,1.20E+20,1.00E+12,120,0.1,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,b'_\x1dz\x1fw!\xfa\xc1\x88&B*~\xdf\x9f\x8a*d\x9f\xdblo\x83\xb0k\xaf\xd6\xcf\x04J\xbb\x7f',1622330263,190826,21000000000,0.004007346
26,2.00E+20,1.00E+12,200,0.1,0x74fF67a092b57040B5EcC017887daf7aFFBF2DCb,b'\x85.\xf5\xe0([\xd1U\xf7\x05\xe2\x1a\xca\xc4\xa2T\xb1\x17\xe4|=\xe8\x8b$\x93\xf7\xa0R3B3\xbb',1622404502,207926,22000000000,0.004574372
45,2.20E+20,1.00E+13,220,1,0x26098C24cA52ae70FF173817E2285A7971c22139,"b'l\xac""\x01m\xb1(\x9fYtS\xb7\xb7\x16\xf8\xa1Es:\x1a\xf4B\x8b5\xd3t:\x7f\xd7\xe7\xe9\xd7'",1622409418,190838,28000000000,0.005343464
42,1.60E+20,1.00E+13,160,1,0x26098C24cA52ae70FF173817E2285A7971c22139,b'\xf3\x19\x07\xb3\x97S\x0f\x13Y\xb9v\xbe\xfdv\nM\x08:\x00\x0c^\x14\xe8\xa5\xa1\xb4\xf8)\xd8\x91\x19\xf8',1622410023,188091,17000001347,0.003197547
11,1.00E+20,3.00E+12,100,0.3,0x74fF67a092b57040B5EcC017887daf7aFFBF2DCb,b'\xedX\xa7\x80\x0b\xc3y\x1a\xb9\xb2\x10V0\x8f\x95O\xe1h?\x94\xbd\xacX\x82?\xday\x98$>\x10\xa8',1622414436,190838,17000000000,0.003244246
13,1.50E+20,3.00E+12,150,0.3,0x74fF67a092b57040B5EcC017887daf7aFFBF2DCb,b'\x0b\xa9=r\x88q#[\xd3\xca}\xa6_\t\x96\xc2\x8cl\x89\x84R\x9c\x06`\xfd\xf3\xd2\xb9d\xe7\x1d\xba',1622414520,225038,23000000000,0.005175874
41,1.00E+19,1.00E+13,10,1,0x74fF67a092b57040B5EcC017887daf7aFFBF2DCb,b'\xb84\xd9*\xdcsz\r^\xf3B\xfcR\x1e{\xe1?&(\x1b~\xcc\xc96\xa9\xd7\xf9\x86\x00l\x9dI',1622414820,190826,23000000000,0.004388998
37,1.00E+20,5.00E+12,100,0.5,0x74fF67a092b57040B5EcC017887daf7aFFBF2DCb,b'bOQ]\x9f\xc3\x1d\xa1\x02\xc8\xec\x15\xf2c\xe1\x8c\x8f\xd1\xfe\xe9\xbe\xc1-[HT\x08\xad\xe5\x91\xe2y',1622415992,207938,23000000000,0.004782574
36,1.00E+20,5.00E+12,100,0.5,0x74fF67a092b57040B5EcC017887daf7aFFBF2DCb,b'\x8e\xf0d\xb2ul\xae\xc1\xe8\x94\xd3T%sRG\xa3\x1a\xa0\x85?\x98o:\xf1\x81\xf38D\xc1\x82H',1622416045,190838,23000000000,0.004389274
7,1.00E+20,5.50E+12,100,0.55,0x74fF67a092b57040B5EcC017887daf7aFFBF2DCb,b'l\x10/\xfe\nX\xdaa\xd6\xd2\x84\xac\xce\xa1\xfd\xaf\x8a\x0b\x01D\n\xe6\xb3\xc6\xee\x86\xc7r\xa2\x15\xc0c',1622416218,219426,23000000000,0.005046798
16,1.02E+20,5.50E+12,102,0.55,0x74fF67a092b57040B5EcC017887daf7aFFBF2DCb,b'n\xfa9\xb9gw\x17U)\x82t[\x84\xdaj\x81\x8c5\x8c\r\x08J]S\x15\xe0X\x8ce\xa4\xd4w',1622416732,190826,18000000000,0.003434868
27,1.02E+20,1.00E+13,102,1,0x74fF67a092b57040B5EcC017887daf7aFFBF2DCb,b'\xb5\xe11X\xe3\xf6\xd1J\xe2\xe0\xd3\x10u\x02\xff\xf2\xa2\xc0\x9f\xeb(\x11\xdc\xb4\x1e\xb0\xccF\xabO-=',1622417678,190850,16500000000,0.003149025
41,3.90E+19,2.50E+13,39,2.5,0xE3b2F16a52671AF6a5d498D3CfDcCCdC2Ad0D58f,b'\x1a\xcd{8\x87y7r\x1b\xbdF.\xb81\x01\xda*Y\xabO)\x81\\\x8d3lC\xc9\xf1\xc8?\xfb',1622418404,242138,20150000000,0.004879081
32,1.01E+20,2.00E+13,101,2,0xE3b2F16a52671AF6a5d498D3CfDcCCdC2Ad0D58f,b'J\x18\xe6\x86\xb1[#\xb0\x90\x05\x17w\xec\x85\xca2\x1a\x0fF\xabw\x91j\xfb4\x11+0\rQ\xc6\x1a',1622418572,190838,19000000000,0.003625922
41,3.90E+19,2.51E+13,39,2.51,0xAe22A659B0b58F4C61a6Aaf7fC0fe7b1f7Fa59fC,"b""'B8>S\x9eF\xd9|_\xd1\xec\x12\xa4B\xdd\x00\x87?Pt\xa4U6\xc7\xbd\xd0L\xb6\xb3^\xc8""",1622425576,185238,16000001123,0.002963808
20,0,0,0,0,0x0000000000000000000000000000000000000000,"b' \x88\xb7\xb0\x1d\xf5\xfc\x1cYiW\xd1\x18\xa2\xfdq\x1e\xd4T!\x9aZ5U\xbc\x19y\\\xba\x90\xd7""'",1622449622,110339,15127030793,0.001669101
20,1.50E+20,1.10E+13,150,1.1,0x26098C24cA52ae70FF173817E2285A7971c22139,"b'\x9e$\xe2\xab\x8a\xa7\xc4&\xd2m\xb1,\x18\x18\x166\x1d\x00\x00@{~v\xcf\xa9XQX%,\x87K'",1622450017,152421,24000000000,0.003658104
1,2.00E+20,1.00E+13,200,1,0x26098C24cA52ae70FF173817E2285A7971c22139,b'W\xc8b\xfd\x95Q\xb6|\xfb\xd2\xb4\x7f\xbewG\t\xaf\xf5x5R-&Cl\x1d\x1e\xb7[\xce\x12\x89',1622451922,190838,15000001123,0.00286257
8,2.00E+20,2.00E+12,200,0.2,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,b'\xcf\xdf\x03\xec\x05\xb1\x96n\xb8\xf6e8\x0f9\x91\x99\x93\xa4bqu\xc0o\x80@\xf9+\xf8\x92.\xca\x05',1622452117,225038,21000000000,0.004725798
43,1.50E+20,1.00E+13,150,1,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,b'S:7G\xc3b\x1aT\xbb\xdb\xec\xfd\xa0\x06\x1b\x9bNL\xfa\xce\xb7\xce\x8a#\xc5\x90\xd3h\xd8\xd3\xef*',1622452337,225038,24000000000,0.005400912
14,9.20E+19,2.12E+13,92,2.12,0xED6F4Cd9288FB42F9E119F663B810bE25E857D0B,"b'\xc8\x16\xc5\xc6,X\xd9\xe3\xd4y\x7fJ\xeer\x08\xc6x\x90~\x89\x8b\t\x82ftG\xd5\xa62\x17\xf3\xf5'",1622452840,225038,23000000000,0.005175874
5,2.50E+20,1.00E+13,250,1,0x26098C24cA52ae70FF173817E2285A7971c22139,b'\xb5\x00\xb8\xd8\x87\xfe\xd6\x19o\xc2e\x8bdfJ\x16\xddM\x10b\x9c\x1c\xb1\xf5\x88+SV\x1bw\xa2\xb2',1622471482,190838,30000000000,0.00572514
